"Y","A","L","M1","M2"
0.398168820022995,-0.88351482860496,0.235220711613698,1,-0.142639954714673
0.77009389451279,-0.71912712478258,-0.330735871626691,0,0.652679876815306
3.8806394727877,0.560188728018594,-0.311623823978762,0,0.456789907573141
-1.52336731590255,-2.24930792804401,-2.30234565842938,0,-0.0887455311557857
1.96892344652745,-0.915506929050667,-0.170876044613865,0,1.7246530815294
5.38490585861247,0.993310069524446,0.140278225103231,1,-0.789168937187982
-1.24382408440891,-0.60034495814184,-1.49742665556512,0,-0.213163364039854
0.917154974039703,-0.0681729400504373,-1.01018841905138,0,-1.87702671363577
4.90757952971408,3.05859739307654,-0.948475604952447,0,-0.024360974423069
3.42100734823987,0.714342395948507,-0.493962217235108,0,-0.288138514997646
5.16430231651423,1.60078145981698,-0.17367412797058,0,-0.448665428686357
1.92432984095921,1.08794905115577,-0.406598780040652,0,-1.48912428343578
8.90227389938757,1.1862507031776,1.84563626380708,1,0.356572603383271
4.38344898091704,0.139404865069796,0.394054109974501,1,-0.0534913127394533
-1.59500968350322,-1.75124073675316,0.797528501261517,1,0.858237618656937
-2.63696350491604,-1.50496121386528,-1.56666536018558,0,0.326831631640775
3.82909913632415,0.541973180843581,-0.0858510088226061,0,-1.20641516356085
2.61025177464116,0.29872143818501,-0.359139481237783,0,0.492978029653619
1.375911737014,-0.834058787914741,-1.19360896656373,0,-0.260693307744398
0.94650226765573,-0.588691121834723,0.364186737022221,1,1.55065272140699
2.86941685319496,-0.277190221810113,0.361662451588275,1,-0.875597518774449
7.87809864093707,1.55176147844613,0.346964370113566,1,0.596402562635751
5.44987977855462,0.776454185278381,0.189736526689275,1,0.306082569334234
4.00545260818058,0.715120134353222,-0.159576805538779,0,2.54107644950066
8.82812124021144,1.11695587977444,0.326549238431867,1,-0.74601858011813
6.8960705226098,1.552285131375,0.59825420239349,1,0.0965536951213644
-1.00187017016077,-2.25266917199477,-1.84153430006245,0,-0.0481658925726933
16.1876139748019,2.67077364144821,2.71805559954175,1,1.60615278914553
7.52434385375941,1.81146301404555,0.191244390457294,1,0.63463589502794
0.824685940020591,-1.14331921791927,-1.30129606527832,0,-0.293571386189786
-0.850781734201448,-1.44493374999937,-3.11321730129512,0,-2.20991993148127
-0.516672788491024,-2.71189291128729,-0.94135739527934,0,-0.53411033938872
4.62068064188339,-0.103069936759114,1.40025878166735,1,-0.680664960764772
1.18104488903272,0.89674563413377,-1.62047002834908,0,-1.40176069848595
-1.24804372867969,-0.41566668083937,-2.26599595710602,0,-0.278867464790424
8.11074789243839,2.02398068333253,1.16299358918063,1,-2.069488451594
2.22541888718144,-0.772740420798442,-0.116155040696488,0,-0.732427978033836
-2.33253688900184,-1.49771637890529,0.334256009374765,1,2.39311451924122
-0.273590632529784,-1.88456834000646,-0.620858106369138,0,1.05764037392011
-0.208613345493306,-0.892890582903722,-1.30984490848087,0,0.942714189532099
2.87686761165792,1.39213501594963,-1.175726041705,0,-0.432461101202665
-0.709912010640935,-0.940223481623788,-1.12121553281381,0,0.274329164369656
0.0520344285544204,-0.14774781747826,-1.36190448365479,0,0.388207871118157
5.9459745812902,0.986977757014301,0.481124578468714,1,-0.127923293687515
6.13558733843244,1.33566360089749,0.741971625532911,1,-1.11960402271142
4.10685823347675,0.278167484124751,0.0278246252153275,1,0.673734035195671
0.897670279518831,-0.683700561100095,0.331379710818421,1,0.79702944737964
5.908401676301,0.586509466536253,0.644114131991377,1,-0.40372366788705
