"Y","A","L1","L2","L3","L4","L5"
9.37308226733988,1,1.37095844714667,0.25057806717021,-0.141808656570536,1,1.41634143485848
3.94527849728002,1,-0.564698171396089,-0.277924049161014,-0.813898073869445,0,0.557233985013166
6.76662750298756,1,0.363128411337339,-1.72473573426284,-0.325540589312666,0,0.981241313239497
5.16903592033298,0,0.63286260496104,-2.00670494385569,0.378157397165477,1,-0.586182859025882
6.63360020431078,1,0.404268323140999,-1.29180833046846,-1.994485362048,0,0.939170575553912
0.406406707307766,0,-0.106124516091484,0.365838228483296,-0.999356693242897,1,-0.0647010527510453
9.22641370335924,1,1.51152199743894,-0.152203253908431,0.283822423134089,1,-0.254425206969535
1.34662971864407,0,-0.0946590384130976,-0.734094090076209,-1.10119397684316,1,-0.866952730365359
9.37419554550007,1,2.01842371387704,-0.781972056981591,0.983346982359529,0,-2.20755681026646
4.50389875382559,1,-0.062714099052421,0.551567034812709,-1.01662540554706,1,-0.915434451420519
9.44493904149035,1,1.30486965422349,-1.61084098443007,-0.863907495138643,0,-0.244963878013152
7.75430094881272,1,2.28664539270111,0.748176433090443,-0.226986669320352,1,1.07624485172016
-0.978452943562801,0,-1.38886070111234,0.449296011237588,-0.272388059455222,0,0.32010171779097
2.40487948287945,0,-0.278788766817371,-0.870062520443655,-0.253790438243238,0,0.128774651238429
5.40852067510202,1,-0.133321336393658,-0.0977479313579405,0.415776373443036,0,0.107807598804449
2.18160110038313,0,0.635950398070074,0.893100213716266,0.572441869624907,1,0.267518312575078
0.532522578364392,0,-0.284252921416072,1.35091509526625,-1.81823624118953,1,0.117860801879949
-4.52415886849072,0,-2.65645542090478,1.4889703943085,0.953336849161407,0,-0.922703107616364
-0.345093525998057,0,-2.44046692857552,0.371067212847268,1.34424787271312,0,1.3241488968464
7.16277652698846,1,1.32011334573019,-0.214473243512569,-0.754470215261657,1,-0.333750414649967
2.05039622835103,0,-0.306638594078475,0.455494589939145,-1.88690223703747,1,1.51370144029107
-0.557185341417298,0,-1.78130843398,-0.258111110256068,-1.63915999611165,0,-1.27135047708017
5.59214087543294,1,-0.171917355759621,-1.00292375210412,-1.91281989340237,1,-0.581831197059014
6.77286890283898,1,1.2146746991726,0.84414348279794,0.308721061757311,0,-1.12694194928766
8.50806988922984,1,1.89519346126497,0.694658775896635,0.634157592046035,1,-0.0048156819449316
4.09920651424685,1,-0.4304691316062,1.2610037476473,1.47396772275126,0,-0.0633951816460792
4.17648678098606,1,-0.25726938276893,1.66655928933767,0.32357209555769,0,0.577965672636035
-1.15027766474543,0,-1.76316308519478,1.47185793808934,0.923510125090382,0,0.596014389597437
1.48452626471554,0,0.460097354831271,0.78931570508443,-0.556882439326111,0,0.0931160964476026
0.00121822136577765,0,-0.639994875960119,-0.0364542711833432,-0.992930853628641,0,1.47207709177972
8.08829981706813,1,0.455450123241219,-0.091283276642502,0.267362681279231,1,0.660833493529523
9.19770843103534,1,0.704837337228819,-0.412862939041902,0.337202940545064,1,-1.10830885535924
8.14888639833157,1,1.03510352196992,-0.781061198320081,-2.07330759695566,1,0.164383504294622
4.17077138710282,0,-0.608926375407211,-0.390092785411881,0.937936932333045,1,0.868405116363003
4.22649871290183,1,0.50495512329797,0.613837622009258,-0.613064599652876,0,-0.381963886273724
1.83362360363356,1,-1.71700867907334,0.384677020333242,-0.112092904178992,0,-1.12869574791852
5.78782147473521,1,-0.784459008379496,-1.20565664981837,-1.01392542362372,1,1.34094617601788
0.580550824518657,0,-0.850907594176518,1.19785122001404,0.636392746769097,0,-0.338365583682541
-2.32114125915029,0,-2.41420764994663,1.29114126665685,-0.370722808414899,1,-0.554174418842086
0.32080761552675,0,0.0361226068922556,1.48307160252052,-1.42133301305244,1,-0.121123163412378
7.20148392395619,1,0.205998600200254,-1.22359523581159,0.289090230395264,1,-0.305163389930966
4.00116903330289,0,-0.361057298548666,-0.41317463437103,-1.64787067570603,0,0.737743674805492
7.15646313081731,1,0.758163235699517,-0.409580866212294,-0.190245222772756,1,0.446184090487643
3.63914821905181,0,-0.726704827076575,-0.451164718262206,0.0194040309542796,1,1.23996139324082
4.03070379640651,1,-1.36828104441929,-0.564698951728143,2.7018310603995,1,-0.121436933394394
9.36121097058557,1,0.432818025888717,-0.560010334496702,0.510971555702922,0,0.134386670080961
2.29446272061274,1,-0.811393176186672,-0.970558066992204,-1.2733439430434,0,-0.539097975534415
8.1345400419448,1,1.44410126172125,-0.56282354617343,0.376437913312468,0,0.631333497238672
2.26414163717052,0,-0.431446202613345,-0.332036443298219,-0.0987659900483044,1,-1.16437297973712
5.75500277928814,1,0.655647883402207,0.193650109749296,0.220544495588186,0,-0.011308466983732
3.66380340723803,1,0.321925265203947,0.605642856272221,-1.61592686996966,1,0.388978505458083
4.12538031339268,1,-0.783838940880375,0.957873599425007,1.68090301749135,1,0.713567497771294
7.20143299618863,0,1.57572751979198,-0.800818438984397,0.558235768607064,1,-0.639107137790167
3.79858574039393,0,0.642899305717316,0.0425486556052422,-0.376390838734751,1,-0.342514532842331
-0.945899514717776,0,0.0897606465996056,2.33570086201341,-2.02756608489503,0,-0.503547625859975
