"Y","A","L"
7.34996690658671,"b",1.37095844714667
0.748688880182887,"a",-0.564698171396089
5.36440629777389,"c",0.363128411337339
6.14692545906892,"b",0.63286260496104
4.52892018590805,"a",0.404268323140999
0.912693275756003,"a",-0.106124516091484
6.93829910344956,"b",1.51152199743894
2.8100829454306,"a",-0.0946590384130976
9.67176942095341,"b",2.01842371387704
4.14188542194818,"b",-0.062714099052421
6.42703040732827,"b",1.30486965422349
3.66434693984986,"a",2.28664539270111
5.13189248190039,"c",-1.38886070111234
5.91361817837062,"b",-0.278788766817371
1.78398307103721,"a",-0.133321336393658
8.86721476544072,"c",0.635950398070074
4.69651407192694,"b",-0.284252921416072
-1.65138480997477,"a",-2.65645542090478
-0.626166724137425,"a",-2.44046692857552
7.6079376414225,"b",1.32011334573019
2.69339767356446,"b",-0.306638594078475
5.56556903378706,"c",-1.78130843398
1.80399297143324,"a",-0.171917355759621
11.1346386307004,"c",1.2146746991726
7.41151860252083,"a",1.89519346126497
5.47076955203318,"c",-0.4304691316062
6.52541814900755,"b",-0.25726938276893
-0.377857129910126,"a",-1.76316308519478
2.33828588806233,"a",0.460097354831271
1.16259558710208,"a",-0.639994875960119
6.21138465572655,"b",0.455450123241219
5.9596819628917,"b",0.704837337228819
5.65300788307154,"b",1.03510352196992
4.39313843367963,"b",-0.608926375407211
1.69372744103389,"a",0.50495512329797
2.33641109566515,"b",-1.71700867907334
2.0325463985586,"a",-0.784459008379496
4.54733134523378,"c",-0.850907594176518
-1.685913511666,"a",-2.41420764994663
2.82541910637075,"a",0.0361226068922556
7.42324483817704,"c",0.205998600200254
4.10208181743311,"b",-0.361057298548666
5.30946073100217,"b",0.758163235699517
0.837536186191324,"a",-0.726704827076575
1.42121735543082,"a",-1.36828104441929
7.26115583399732,"c",0.432818025888717
0.421350225169335,"a",-0.811393176186672
4.47393476421675,"a",1.44410126172125
6.55619821997729,"c",-0.431446202613345
7.71975555641455,"b",0.655647883402207
9.34761808584176,"c",0.321925265203947
-0.336825744256394,"a",-0.783838940880375
7.99371406881155,"b",1.57572751979198
8.47025410584312,"c",0.642899305717316
5.18502916518082,"b",0.0897606465996056
7.67066238565063,"c",0.276550747291463
9.01682976888808,"c",0.679288816055271
7.99088520936978,"c",0.0898328865790817
-3.53655203792805,"a",-2.99309008315293
6.59444213435445,"b",0.284882953530659
2.96296463801715,"a",-0.367234642740975
7.78232461007063,"c",0.185230564865609
0.218949850163442,"a",0.581823727365507
5.5302916136614,"a",1.39973682729268
-0.567781338181535,"a",-0.727292059474465
10.5385419875193,"c",1.30254263204414
5.411552793921,"b",0.335848119752074
5.7341365874842,"b",1.03850609869762
1.73302873049186,"a",0.920728568290646
4.02562670256567,"a",0.720878162866863
0.0783852284311484,"a",-1.04311893856785
1.70270516143849,"a",-0.0901863866107067
3.0600554352655,"a",0.623518161999544
3.28124365599628,"b",-0.953523357772344
5.00385058105808,"c",-0.542828814573857
0.4785668866988,"a",0.580996497681682
7.00354920114978,"b",0.768178737834591
3.63745628302703,"a",0.463767588540167
3.38549210103776,"b",-0.88577629740968
4.71292936119374,"c",-1.09978089864786
8.28468488505,"b",1.51270700980493
4.62461576801323,"b",0.257921437532031
2.70748414060959,"a",0.0884402291595863
3.45961528099114,"b",-0.120896537539089
1.11047451333964,"a",-1.19432889516053
8.2157805835887,"c",0.611996898040387
4.67151259818801,"b",-0.217139845746521
4.49420393355912,"b",-0.182756706331922
4.5755782928829,"a",0.93334632857116
7.41026641499857,"b",0.821773110508249
5.3880770558642,"a",1.39211637593427
8.67612194700315,"c",-0.476173923054674
5.32536828569098,"b",0.650348560726305
8.13325997351276,"c",1.39111045639
5.40677688925953,"b",-1.1107888794479
0.894878497160282,"a",-0.860792586877842
6.57732402485401,"c",-1.13173868085377
3.04426265262078,"b",-1.4592139995024
3.7640679533347,"b",0.0799825532411612
7.06676710618203,"b",0.65320433964919
9.39926870759106,"c",1.20096537559849
5.37322505283917,"b",1.04475108716773
5.04271904762977,"c",-1.00320864683985
9.44707385589633,"c",1.84848190167275
1.02843573163732,"a",-0.666773408757817
6.60823741009904,"c",0.105513812456069
0.825382517271354,"a",-0.422255881868856
5.03013929661629,"b",-0.122350171954971
5.37190111249284,"b",0.188193034501498
2.95216257456805,"b",0.119160957997006
1.12642791318652,"a",-0.0250925508674029
4.82109225237965,"b",0.108072727942033
4.77972095757198,"b",-0.485435235846668
