"Y","A","L"
7.34996690658671,1,1.37095844714667
0.748688880182887,0,-0.564698171396089
0.364406297773893,0,0.363128411337339
6.14692545906892,1,0.63286260496104
7.52892018590805,1,0.404268323140999
0.912693275756003,0,-0.106124516091484
6.93829910344956,1,1.51152199743894
2.8100829454306,0,-0.0946590384130976
9.67176942095341,1,2.01842371387704
4.14188542194818,1,-0.062714099052421
6.42703040732827,1,1.30486965422349
3.66434693984986,0,2.28664539270111
3.13189248190039,1,-1.38886070111234
5.91361817837062,1,-0.278788766817371
1.78398307103721,0,-0.133321336393658
3.86721476544072,0,0.635950398070074
4.69651407192694,1,-0.284252921416072
-1.65138480997477,0,-2.65645542090478
-0.626166724137425,0,-2.44046692857552
7.6079376414225,1,1.32011334573019
2.69339767356446,1,-0.306638594078475
3.56556903378706,1,-1.78130843398
1.80399297143324,0,-0.171917355759621
6.13463863070045,0,1.2146746991726
7.41151860252083,0,1.89519346126497
0.470769552033177,0,-0.4304691316062
6.52541814900755,1,-0.25726938276893
-0.377857129910126,0,-1.76316308519478
5.33828588806233,1,0.460097354831271
1.16259558710208,0,-0.639994875960119
6.21138465572655,1,0.455450123241219
5.9596819628917,1,0.704837337228819
5.65300788307154,1,1.03510352196992
4.39313843367963,1,-0.608926375407211
4.69372744103389,1,0.50495512329797
2.33641109566515,1,-1.71700867907334
2.0325463985586,0,-0.784459008379496
2.54733134523378,1,-0.850907594176518
-1.685913511666,0,-2.41420764994663
2.82541910637075,0,0.0361226068922556
2.42324483817704,0,0.205998600200254
4.10208181743311,1,-0.361057298548666
5.30946073100217,1,0.758163235699517
0.837536186191324,0,-0.726704827076575
1.42121735543082,0,-1.36828104441929
2.26115583399732,0,0.432818025888717
0.421350225169335,0,-0.811393176186672
4.47393476421675,0,1.44410126172125
1.55619821997729,0,-0.431446202613345
7.71975555641455,1,0.655647883402207
4.34761808584176,0,0.321925265203947
-0.336825744256394,0,-0.783838940880375
7.99371406881155,1,1.57572751979198
3.47025410584312,0,0.642899305717316
5.18502916518082,1,0.0897606465996056
2.67066238565063,0,0.276550747291463
7.01682976888808,1,0.679288816055271
2.99088520936978,0,0.0898328865790817
-3.53655203792805,0,-2.99309008315293
6.59444213435445,1,0.284882953530659
2.96296463801715,0,-0.367234642740975
2.78232461007063,0,0.185230564865609
3.21894985016344,1,0.581823727365507
5.5302916136614,0,1.39973682729268
-0.567781338181535,0,-0.727292059474465
8.53854198751934,1,1.30254263204414
5.411552793921,1,0.335848119752074
5.7341365874842,1,1.03850609869762
1.73302873049186,0,0.920728568290646
4.02562670256567,0,0.720878162866863
0.0783852284311484,0,-1.04311893856785
1.70270516143849,0,-0.0901863866107067
6.0600554352655,1,0.623518161999544
0.281243655996282,0,-0.953523357772344
0.00385058105808089,0,-0.542828814573857
3.4785668866988,1,0.580996497681682
7.00354920114978,1,0.768178737834591
6.63745628302703,1,0.463767588540167
3.38549210103776,1,-0.88577629740968
2.71292936119374,1,-1.09978089864786
8.28468488505,1,1.51270700980493
4.62461576801323,1,0.257921437532031
2.70748414060959,0,0.0884402291595863
3.45961528099114,1,-0.120896537539089
1.11047451333964,0,-1.19432889516053
3.2157805835887,0,0.611996898040387
4.67151259818801,1,-0.217139845746521
4.49420393355912,1,-0.182756706331922
4.5755782928829,0,0.93334632857116
7.41026641499857,1,0.821773110508249
5.3880770558642,0,1.39211637593427
3.67612194700315,0,-0.476173923054674
5.32536828569098,1,0.650348560726305
6.13325997351276,1,1.39111045639
5.40677688925953,1,-1.1107888794479
0.894878497160282,0,-0.860792586877842
4.57732402485401,1,-1.13173868085377
3.04426265262078,1,-1.4592139995024
3.7640679533347,1,0.0799825532411612
7.06676710618203,1,0.65320433964919
7.39926870759106,1,1.20096537559849
5.37322505283917,1,1.04475108716773
3.04271904762977,1,-1.00320864683985
7.44707385589633,1,1.84848190167275
1.02843573163732,0,-0.666773408757817
1.60823741009904,0,0.105513812456069
0.825382517271354,0,-0.422255881868856
5.03013929661629,1,-0.122350171954971
5.37190111249284,1,0.188193034501498
2.95216257456805,1,0.119160957997006
4.12642791318652,1,-0.0250925508674029
4.82109225237965,1,0.108072727942033
4.77972095757198,1,-0.485435235846668
1.77493287428182,0,-0.504217130687903
-0.900660314828838,0,-1.66109907991481
3.61637049837812,1,-0.382333726873818
0.798966181504541,0,-0.5126502578778
5.95063791306681,0,2.7018910003448
2.70246505589399,1,-1.36211623118972
5.05185581792503,1,0.137256218558607
-0.394849969620008,0,-1.49362506731629
-2.50769357581147,0,-1.4704357414368
6.65301169240662,1,0.124702386197007
2.21634829206364,1,-0.996639134884037
0.786733929983447,0,-0.00182261430470819
4.08924838680233,1,-0.428258881425815
4.76288507217958,1,-0.613671606449495
-1.3566858990305,0,-2.02467784541911
0.808053098647226,0,-1.22474795035999
4.85757477421915,1,0.179516441117938
5.65962141942859,1,0.567620594423535
0.397791688100058,0,-0.492877353553475
1.5034410592791,0,6.28840653511241e-05
1.85655974718592,0,1.12288964337997
6.84327079012852,1,1.43985574297619
