"Y","A","L"
4.94263446711454,1.02442733091262,0.21396250218488
4.0644360260027,0.842864205499975,0.479658134570875
3.3957595078708,1.37474442059273,0.0878287049737438
3.55795213495826,0.621179586857925,0.443858507494784
3.10573277608735,0.218453322450971,-0.362837920519174
2.62004221390619,0.212410048778583,0.122674029524872
3.97738867166355,1.87994232145704,-0.863845188144844
3.92103050185216,0.767886735643545,0.489624266692369
3.12885928673457,0.71775348344363,-0.364116912546662
-4.4167348135145,-2.54888546430565,-1.29424200668192
-0.352433541748128,-1.02097851210083,-0.74576904542862
5.98238914457098,1.53289162458214,0.921550362005655
7.47558459410449,2.3735573879132,0.75005435040126
-6.27238978845587,-2.69393676418246,-2.50855401589167
-6.22300519269547,-2.05266897790709,-3.04093409534442
3.15551687686601,1.62702538049938,0.000265800542587173
4.67687632087406,1.1185345441157,-0.394018994229355
-4.4734007065335,-2.16004988712026,-1.74502766077801
9.95749399316204,3.0926854436004,0.498631450775477
3.81561213422364,0.565467401913537,0.270953788780096
6.7443515231713,1.6359449713168,1.09892152018644
8.87426853751906,2.29382445027718,0.752513462161705
3.47803276592814,1.43258751445192,-0.059416687389115
2.90846546520733,1.56038207550225,-0.344568794172458
9.45252071234624,2.82684329485159,0.222668296228431
5.50775837102765,0.509231514202367,0.551786344011325
7.42744818118258,1.43503438701092,0.683642823057324
2.6524113087274,1.11332416061674,-0.545879400778547
-3.379259541827,-1.72239700571124,-1.36743615593504
6.05290909022764,0.356775583659047,1.40005183843878
8.40302761232505,2.15919832077483,1.3730539470112
7.62281535804266,1.55656199828282,0.450256558531702
5.5854912551822,1.47302744299727,-0.146293855626383
1.28800456543028,-0.582315642381491,0.128097239786609
-4.20930195957021,-1.48452722241978,-2.29472094700192
4.89531939080042,2.11773035738416,-1.36656892116054
5.45976885874095,2.68338746907175,-0.1974795527395
2.03173499349322,0.168192433698512,0.0680857821389511
5.75543366944324,2.20538198561032,0.0905034095405517
1.81415982800636,-0.451624374116643,0.322759966641457
3.64407216888608,0.791537326792201,0.132978626116952
-1.1999094625879,-1.04395909789746,-1.67926431994023
3.37640810378761,0.742748350795443,-0.278479577423245
-2.74226067763326,-1.83230431942079,-1.55241099569706
-1.56789661834712,-1.09340725028017,-1.37969925458798
-1.59229136575514,-0.279267249206614,-1.35705659019825
1.95216229096374,0.33008370176825,-0.921137179625037
-2.04836025513289,-1.68012596375515,-0.866817735728827
7.83098867653221,1.77993201942349,1.65664438622586
3.99901542852772,1.39588080960064,-0.155079718047773
-3.70645943926944,-2.22606958278678,-1.57655243474187
8.27748011878946,2.78820254887973,0.624082599132166
5.82976223186076,1.4287437699226,0.330220683567645
3.33371801668356,0.553302171919629,-0.398122256531424
2.74316993859585,1.34169829751202,-1.08139692596108
5.13740779411071,1.19949300522624,-0.0769220578207267
1.39067738006347,0.964125200928709,-0.52553662084621
4.67069085471758,0.789199507565215,0.391289654866869
1.52184006414828,0.166774846236893,-0.680453260609083
3.37988258393813,1.06711627969283,-0.74869693435812
7.95551069235644,2.85012948850624,-0.162917887193612
2.56391191279491,0.520559422966098,-0.114215155159751
4.31338372122218,1.64753516829938,-0.444659359398643
6.1079850602136,1.44954932707123,0.256959171079016
3.72353281075563,1.18111064343489,-1.10013712700587
0.66403217900033,0.0278374554828696,-1.33657588895771
8.28096257131221,3.06313982270157,0.204898608751764
2.14379277880586,-0.392081453875448,0.0352873535546777
1.14449291144368,-0.308921018944224,-0.438912510061606
5.03938639726534,0.582762780760197,0.400405863161698
8.65430962551408,3.58884947497317,0.585171307544341
2.27752492329897,-0.0701855505886946,0.482128539526404
-0.271465939825782,-0.297369297450859,-0.804833845800228
4.1330590751926,0.481269545688718,0.303077187622193
2.98113633716661,2.41730196978897,-0.826175728792902
2.26695042581439,0.643611226433428,0.141428915089086
2.56494906468808,0.352276534905539,0.74035720896307
13.4037241387249,4.43686634318084,1.38504655194686
2.3740943299175,0.565503146141682,-0.633577481244567
6.23343991922153,1.83503904268406,0.238588637876656
-0.394976180482291,-1.11645580177893,0.0366115230417986
1.82074162462123,-0.338413920184184,0.288526060912833
2.69201874388054,0.798051383532213,-1.1059713403738
