"Y","A","L","M"
2.44179625503157,0.839580225685957,-0.326036490515386,0
4.42494917195619,0.469672900339203,0.552461855419139,1
-0.238882604625642,-0.646723485518596,-0.67494384395583,0
11.3801503693834,1.67102287721622,0.214359459043425,1
3.10303663846617,0.0178272024313894,0.310769217313602,1
3.96204280965557,-0.181366099127558,1.1739662875627,1
4.16740237070083,0.309308615151903,0.618789855625968,1
-2.50970488644263,-1.5972935538642,-0.112734314754215,0
4.3462150456941,0.364050768704541,0.917028289512712,1
-2.08654545887959,-1.12769127865878,-0.223259364627263,0
5.44500531198485,0.308778435620384,0.526448098873642,1
7.22685373510165,1.87772083694247,-0.794844435415055,0
9.08548743229306,0.869200510223904,1.42775554468304,1
-4.02876529311256,-1.42449506116314,-1.46681969416347,0
2.46010860313576,-0.0576851149168191,-0.236683378602896,0
3.76965707601728,0.953889218583908,-0.1933379649975,0
-5.11025524426316,-1.47797495081173,-0.849754740333862,0
-0.611719968030494,-0.501827558010769,0.0584654978495017,1
-0.133043232380711,0.450892747080143,-0.817670355875958,0
0.383247821137252,0.301924378088928,-2.05030781563963,0
2.48754809217734,0.695787953319277,-0.163755665941423,0
4.35957706044668,0.15836792671355,0.708522104156376,1
0.124445826717022,0.278524916771936,-0.267980546181617,0
1.28775017934052,0.485563318252046,-1.46392175987102,0
-3.37151330169571,-1.0170365449043,0.744435822875318,1
0.608758003676678,0.303207291701589,-1.4103901810052,0
-1.71664731085706,-0.698659625886228,0.467067606015246,1
-3.16494511996552,-1.60071690341789,-0.119320107694245,0
5.1910532975217,0.496898499199914,0.467238961765515,1
0.761815786002889,-0.911380899496083,0.498135564435914,1
6.07012020591956,0.526177111557988,0.894937200540396,1
8.02165792615551,1.26636380112421,0.279151996413743,1
17.1705118889131,2.48871955345552,1.00786575031424,1
-6.30924566388313,-1.65694028570363,-2.07310649057379,0
7.9459857614614,0.994630742772457,1.18985338378285,1
-0.236112042937858,-0.196825160997643,-0.724374218369974,0
-11.4976537881349,-2.47990480249869,0.167983772348879,1
10.5523200507329,1.12348259673466,0.920335158580844,1
1.78533358449277,0.166527530183254,-1.67160481202292,0
-1.45994424964179,-0.658887070518577,0.448469069614306,1
1.72701025069098,-0.466591325843836,0.482458809858766,1
6.15663704445562,0.758905820798603,0.758213782399003,1
-2.89547613868701,-0.803324945144479,-2.31932736896749,0
-0.0968067444898895,0.00352503631168954,-0.459504780196151,0
1.5645514625818,0.647260580496576,-1.10538366697927,0
3.72922655906767,0.349005357979857,0.402928273406297,1
-6.9793247369485,-1.71006164943979,0.568934917844047,1
1.73867741383584,0.3992760697675,-0.706083282429614,0
-0.417861626805035,-0.594547459097616,-0.290090625815567,0
-3.77071451193774,-0.693696868851393,-1.48387807160556,0
2.34862385024593,0.880940635363115,-1.15025528126137,0
1.45996584308376,0.0701342895656556,-0.274471161816463,0
-4.24483628683386,-1.49493325464709,0.577901002861171,1
-0.331123561092225,-0.508056466111288,-1.39690264657703,0
8.08780890483934,1.2128131093717,0.74905771616478,1
1.3434608088745,-0.69350357205194,-1.05118669692296,0
-1.53092615836222,-1.10384020061547,0.165380870625706,1
6.96695667508805,0.637540967682286,1.12980912049522,1
11.987384452247,1.49887456683121,1.17372246423572,1
1.33627071913421,0.0852760056444165,-0.42786323185042,0
-2.72755958454244,-0.965725813639831,-0.259802107839475,0
1.28552277264409,0.527511181135365,-1.41117304365668,0
6.3702049108766,1.5107333747282,-0.641357554081644,0
5.2786970239386,0.42023397724955,0.112457509152448,1
0.900858490117879,-0.363426919546004,0.422604331138563,1
-1.27749847249464,-0.614511070818468,0.386835291215675,1
4.61602728922056,1.18258534030346,-0.687798326082019,0
8.01094557177285,1.31349648744806,0.148902488663005,1
3.76054870036549,1.22475764559552,-0.0576497484824952,0
3.11113629338751,-0.0735612353567773,-0.0748233649223828,0
6.97573364628361,0.417833297592388,1.50989743811878,1
7.01463553479816,0.455845588836233,1.61993700793992,1
1.03239767803783,-0.583870287036924,1.1531581669848,1
2.38361149046669,0.0182768281539257,-0.0776035954486494,0
0.0712191384087631,0.0174180388274777,-1.81893450079797,0
-1.48842366838177,-0.876723407265872,-1.03744458273607,0
5.28380515792501,0.0753618065497,0.302492245643734,1
-3.08483716317554,-1.32128756330975,-1.27794616724639,0
3.96889231510048,0.349498867305877,0.138339047584972,1
7.87963289608058,1.59241676145729,-0.0509841237610558,0
5.58714206099716,0.279592151132872,1.85214757493023,1
0.123470224037741,-0.589878224105152,1.11167526953782,1
0.126825622809551,-0.465337992870184,-0.51137532176584,0
-2.86766733384689,-1.28218471573311,-0.54388110381726,0
-4.43446119285432,-0.998704854115486,-1.72892728363495,0
4.61747232999921,0.109688976578016,0.470749538951291,1
-3.39234131438672,-1.22107423796768,0.00538712217177903,1
-0.16698138378878,-0.777737084662493,1.34804578555275,1
8.37782155353338,0.972661478328227,0.724096713299373,1
8.82562737375128,0.568809243047378,1.5525491646626,1
5.40314280661124,-0.014929217463104,1.32546983172223,1
1.54906232387717,0.543648908338297,-0.0342650924931979,0
2.35344106432802,0.266549371153048,-0.36101339765776,0
3.26400649191276,0.663101707742038,-0.720165422308313,0
6.96029927364486,0.9954210418676,0.282014933367502,1
-3.51016686100319,-1.13830907856248,-0.790525663563787,0
2.22077790204694,0.341550377924252,-0.444904550728676,0
11.9512174917988,1.38325980675938,1.3649931693787,1
10.7037014501207,1.69534103313798,0.49745433829489,1
3.33741218147928,0.901574035315681,-0.814396475841322,0
-3.74503669933863,-1.09970833269415,0.268065837240828,1
4.86366081598893,1.32864917463338,-0.59220831099559,0
10.2639083567646,0.743611036611345,2.1334863572493,1
-1.15592862444383,-0.877586151262718,1.17274866696687,1
1.99412761700647,-0.063069254624601,0.746760989259751,1
2.498833036998,0.508739998908095,-0.230508693259376,0
7.08239262844803,1.26050090343938,0.087771702263277,1
-4.90393956196989,-1.00907833127745,-2.18373967936393,0
1.75850127033427,0.388110755711472,-0.466631586162683,0
10.551821563856,1.35082752662294,1.68595983797615,1
4.73709830657016,0.797408739450627,-0.567920925939037,0
-1.33199084121871,-0.349468010994837,-0.0467430156271661,0
0.29814774003105,-1.05693036283793,-0.156980587612414,0
11.0600472228318,1.19055365631103,1.60224243993513,1
10.4367736565944,1.36315447924957,0.768653673570072,1
4.04505576625171,0.986602252926825,-0.771629356355782,0
-4.81856658993978,-1.8942919914858,-0.630681983107717,0
-0.334877141088015,-0.615165721332661,-0.830280595600525,0
3.56690267400083,0.304560542404851,-0.591112738264032,0
-1.7861331891373,-1.03454895871141,0.981085406761843,1
-6.91007327651174,-2.53449309012648,-0.661605265920387,0
-3.71006329570459,-1.56234695874624,-0.772417686267463,0
-1.68884374304087,-0.427474301289728,-2.01847346685034,0
-0.981421156338581,-0.654324037353043,-0.533585424847069,0
2.6040011532611,0.0395347130089295,0.434728333631805,1
-4.00659900219374,-1.04621861321378,-0.771167342250685,0
-1.88702592522009,-0.744737393244444,-0.753940822242337,0
9.94737665479426,2.56770522038274,-0.299357818093206,0
10.4777158841621,1.13723764382939,1.66396642633394,1
-0.518650389044922,-0.41452374447232,-1.24432983614235,0
-3.6957381851905,-1.66915211182583,-0.783134374083311,0
5.77462169501086,0.891525212481914,0.244830557556244,1
-0.789582475186152,-1.06410888674273,-0.143887168528834,0
0.953139041889186,0.43657090708039,-1.60863141694511,0
4.25839552814649,0.415458008476441,0.951579971801912,1
-0.0872614036002728,0.150816001895629,-1.81913169113661,0
7.175603227313,0.650496061662714,1.78367170513088,1
6.63992699889803,0.229495292670515,1.88713936034755,1
13.8182078763963,2.0109101970072,1.49071877762558,1
0.84298928443139,-0.0604695563815965,-0.380599521961682,0
-0.388651240646359,-0.258785943649293,-0.909375011345674,0
3.66484161549258,0.476367184756118,-0.338094107473901,0
-2.86577445191659,-0.763432327220986,-1.41188351912177,0
7.35380689526084,1.07756564825868,0.21754288752496,1
